claim_id,dataset,detector,seed_or_seed_aggregation,phase_rule,nominal_fpr_target,evaluation_unit,analysis_detail,metric,metric_definition,exact_numeric_value,value_unit,ci_lower_95,ci_upper_95,ci_method,ci_source_csv,ci_source_rows,source_csv,source_file,source_rows,corresponding_figure,evidence_status
E000821,DS02 discovery,isolation_forest,1,primary,0.01,engine_15,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,1.0434782608695652,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,56,,exploratory
E000822,DS02 discovery,isolation_forest,1,primary,0.01,engine_15,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.30434782608695654,fraction,,,,,,results/final_validation/canonical_results.csv,,56,,exploratory
E000823,DS02 discovery,isolation_forest,1,primary,0.01,engine_15,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,2.130434782608696,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,56,,exploratory
E000824,DS02 discovery,isolation_forest,1,primary,0.01,engine_15,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.9565217391304348,fraction,,,,,,results/final_validation/canonical_results.csv,,56,,exploratory
E000825,DS02 discovery,isolation_forest,1,primary,0.01,engine_15,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,8.826086956521738,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,56,,exploratory
E000826,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01172211409031823,fraction,0.0072969486658549555,0.022765184122697322,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,16,results/final_validation/canonical_results.csv,,57,,exploratory
E000827,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0025281584545105832,fraction,0.0007012048746893505,0.012192684753453111,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,17,results/final_validation/canonical_results.csv,,57,,exploratory
E000828,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.005283253930717853,fraction,0.002387745358197481,0.013465329979664641,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,18,results/final_validation/canonical_results.csv,,57,,exploratory
E000829,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.026691581567570177,fraction,0.016072671008485112,0.04754973650544288,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,19,results/final_validation/canonical_results.csv,,57,,exploratory
E000830,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.024163423113059593,fraction difference,0.013132632877317202,0.04166002372945723,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,20,results/final_validation/canonical_results.csv,,57,,exploratory
E000831,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.021408327636852326,fraction difference,0.010115695467901366,0.039428187095501506,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,21,results/final_validation/canonical_results.csv,,57,,exploratory
E000832,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,10.557717029147724,ratio,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000833,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.25460776269246416,fraction,0.14434378782319554,0.42555893506509246,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,22,results/final_validation/canonical_results.csv,,57,,exploratory
E000834,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.4850632806057209,fraction,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000835,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.6052631578947368,fraction,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000836,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.881578947368421,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000837,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.4473684210526316,fraction,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000838,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,2.763157894736842,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000839,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.8552631578947368,fraction,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000840,DS02 discovery,isolation_forest,1,primary,0.01,pooled,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,8.355263157894736,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,57,,exploratory
E000841,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01862113583302861,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000842,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0019002198293528074,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000843,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.006020685271855319,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000844,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.045818341017607706,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000845,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.043918121188254895,fraction difference,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000846,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.039797655745752385,fraction difference,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000847,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,24.112126560226926,ratio,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000848,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.25132365616406493,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000849,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.5075141753704142,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000850,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.8888888888888888,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000851,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,1.3888888888888888,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000852,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.7777777777777778,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000853,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,7.0,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000854,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000855,DS02 discovery,isolation_forest,1,primary,0.02,engine_11,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,26.166666666666668,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,58,,exploratory
E000856,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.05925167432335197,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000857,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.03169675680091496,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000858,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.02432813014950415,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000859,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.11564727954971857,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000860,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.0839505227488036,fraction difference,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000861,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.09131914940021442,fraction difference,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000862,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,4.753644395974085,ratio,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000863,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.4846529080675422,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000864,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.3790789842713898,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000865,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.7714285714285715,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000866,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,1.6857142857142857,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000867,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.4857142857142857,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000868,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,4.314285714285714,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000869,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000870,DS02 discovery,isolation_forest,1,primary,0.02,engine_14,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,9.142857142857142,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,59,,exploratory
E000871,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.027728261679962587,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000872,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0036688597839676976,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000873,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.005872891183181835,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000874,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.07945411182757707,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000875,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.07578525204360938,fraction difference,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000876,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.07358122064439523,fraction difference,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000877,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,21.656350066791383,ratio,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000878,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.4145172687925095,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000879,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.48768367522976125,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000880,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.8695652173913043,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000881,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,1.5217391304347827,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000882,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.391304347826087,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000883,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,2.9130434782608696,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000884,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000885,DS02 discovery,isolation_forest,1,primary,0.02,engine_15,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,20.652173913043477,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,60,,exploratory
E000886,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.028502954194401922,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000887,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.005832200020922691,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000888,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.009499475135253607,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000889,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.06915264054279548,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000890,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.06332044052187279,fraction difference,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000891,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.05965316540754187,fraction difference,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000892,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,11.857041990109094,ratio,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000893,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.34515641914953765,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000894,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.4850632806057209,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000895,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.8289473684210527,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000896,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,1.5657894736842106,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000897,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.5263157894736842,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000898,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,4.526315789473684,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000899,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000900,DS02 discovery,isolation_forest,1,primary,0.02,pooled,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,16.657894736842106,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,61,,exploratory
E000901,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.005686666104094587,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000902,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0003076554942143675,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000903,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0013473071741126254,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000904,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.015254906383938642,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000905,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.014947250889724274,fraction difference,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000906,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.013907599209826016,fraction difference,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000907,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,49.58437821139434,ratio,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000908,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.11496165125197383,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000909,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.5172802236617117,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000910,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.3888888888888889,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000911,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.7222222222222222,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000912,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.5,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000913,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,2.5,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000914,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000915,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_11,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,15.944444444444445,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,62,,exploratory
E000916,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.007057065367797642,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000917,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.005931537197170014,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000918,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.006523306890447781,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000919,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.008210594547877129,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000920,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.0022790573507071154,fraction difference,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000921,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.001687287657429348,fraction difference,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000922,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,1.3842271025113815,ratio,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000923,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.272642154920955,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000924,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.38951819868899923,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000925,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.3142857142857143,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000926,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.3142857142857143,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
E000927,DS02 discovery,isolation_forest,1,alt_rate,0.005,engine_14,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.22857142857142856,fraction,,,,,,results/final_validation/canonical_results.csv,,63,,exploratory
