manuscript_key,selection_group,dataset,detector,correction,seed_or_aggregation,phase_rule,nominal_fpr_target,evaluation_unit,metric,metric_definition,exact_value,display_rounded_value,units,ci_lower_95_exact,ci_upper_95_exact,ci_display_rounded,ci_method,evidence_id,original_source_csv,original_source_rows,exploratory_or_confirmatory
D02-LSTM-S0-descent_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,0,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.020782337082060582,2.078%,fraction,0.012295460503274326,0.03420307002643323,"[1.230%, 3.420%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001549,results/final_validation/canonical_results.csv,105,exploratory
D02-LSTM-S0-descent_minus_climb,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,0,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.016257805227264055,+1.626 pp,fraction difference,0.0031723659280430247,0.02838286274157905,"[+0.317 pp, +2.838 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001550,results/final_validation/canonical_results.csv,105,exploratory
D02-LSTM-S0-descent_minus_cruise,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,0,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.013711082366929481,+1.371 pp,fraction difference,0.005279972579963231,0.024896105155297006,"[+0.528 pp, +2.490 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001551,results/final_validation/canonical_results.csv,105,exploratory
D02-LSTM-S0-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,0,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.0550518179373496,5.505%,fraction,0.03337138656190428,0.10419405402160588,"[3.337%, 10.419%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001553,results/final_validation/canonical_results.csv,105,exploratory
D02-LSTM-S1-overall_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.011221090108124207,1.122%,fraction,0.007170336645110172,0.018871590201802083,"[0.717%, 1.887%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001906,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S1-climb_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.004742476549150888,0.474%,fraction,0.0020030448137999964,0.01881271978841657,"[0.200%, 1.881%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001907,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S1-cruise_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.007307732238230918,0.731%,fraction,0.004123771868924057,0.014995740043245333,"[0.412%, 1.500%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001908,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S1-descent_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.021023671454280926,2.102%,fraction,0.012057870295640405,0.032928073536239603,"[1.206%, 3.293%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001909,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S1-descent_minus_climb,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.01628119490513004,+1.628 pp,fraction difference,-0.00022117278983290272,0.028174821676226557,"[-0.022 pp, +2.817 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001910,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S1-descent_minus_cruise,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.013715939216050008,+1.372 pp,fraction difference,0.003989171141649064,0.024538831712651907,"[+0.399 pp, +2.454 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001911,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S1-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.06773911064836204,6.774%,fraction,0.037621015073289917,0.12289974591671635,"[3.762%, 12.290%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E001913,results/final_validation/canonical_results.csv,129,exploratory
D02-LSTM-S2-overall_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.011327297956884232,1.133%,fraction,0.007179435999338996,0.020273739865373442,"[0.718%, 2.027%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002266,results/final_validation/canonical_results.csv,153,exploratory
D02-LSTM-S2-climb_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.005387592844439795,0.539%,fraction,0.0020971743634522464,0.021818561289416834,"[0.210%, 2.182%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002267,results/final_validation/canonical_results.csv,153,exploratory
D02-LSTM-S2-cruise_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0075038355500697896,0.750%,fraction,0.004132057096055515,0.015683547570067458,"[0.413%, 1.568%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002268,results/final_validation/canonical_results.csv,153,exploratory
D02-LSTM-S2-descent_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.02059616485206203,2.060%,fraction,0.011744414760206275,0.03440496086117972,"[1.174%, 3.440%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002269,results/final_validation/canonical_results.csv,153,exploratory
D02-LSTM-S2-descent_minus_climb,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.015208572007622233,+1.521 pp,fraction difference,-0.003474821745163889,0.028018804416479148,"[-0.347 pp, +2.802 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002270,results/final_validation/canonical_results.csv,153,exploratory
D02-LSTM-S2-descent_minus_cruise,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.01309232930199224,+1.309 pp,fraction difference,0.0033009814029932635,0.02511362286075076,"[+0.330 pp, +2.511 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002271,results/final_validation/canonical_results.csv,153,exploratory
D02-LSTM-S2-worst_cross_phase_transfer_fpr,individual-seed bootstrap support,DS02 discovery,lstm_autoencoder,history,2,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.0558240879284547,5.582%,fraction,0.03357632462941964,0.11304837356022998,"[3.358%, 11.305%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E002273,results/final_validation/canonical_results.csv,153,exploratory
D03-PCA-SINGLE-overall_fpr,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01340641193685848,1.341%,fraction,0.009756758579101122,0.01795879145233981,"[0.976%, 1.796%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010946,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-climb_fpr,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.008771849252785407,0.877%,fraction,0.004097430218992493,0.014955365904990045,"[0.410%, 1.496%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010947,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-cruise_fpr,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.009117740065352587,0.912%,fraction,0.006052333410858267,0.013964194094537861,"[0.605%, 1.396%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010948,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-descent_fpr,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.019773766890366848,1.977%,fraction,0.013764548527085887,0.026752364935433808,"[1.376%, 2.675%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010949,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-descent_minus_climb,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.01100191763758144,+1.100 pp,fraction difference,0.004343822436823924,0.01785487134121404,"[+0.434 pp, +1.785 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010950,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-descent_minus_cruise,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.01065602682501426,+1.066 pp,fraction difference,0.005598350823840378,0.015725194061382813,"[+0.560 pp, +1.573 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010951,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-worst_cross_phase_transfer_fpr,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.06715707664991423,6.716%,fraction,0.03383872181490598,0.14028131150844372,"[3.384%, 14.028%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E010952,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-healthy_flights_with_alarm_climb,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.6756756756756757,67.568%,fraction,,,,,E010953,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-false_alarm_events_per_healthy_flight_climb,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,4.5675675675675675,4.568 events/flight,events per healthy flight,,,,,E010954,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-healthy_flights_with_alarm_cruise,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.7364864864864865,73.649%,fraction,,,,,E010955,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-false_alarm_events_per_healthy_flight_cruise,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,10.39864864864865,10.399 events/flight,events per healthy flight,,,,,E010956,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-healthy_flights_with_alarm_descent,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.9932432432432432,99.324%,fraction,,,,,E010957,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-PCA-SINGLE-false_alarm_events_per_healthy_flight_descent,frozen primary pooled endpoint,DS03 confirmation,pca,history,-1,primary,0.01,pooled,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,30.66216216216216,30.662 events/flight,events per healthy flight,,,,,E010958,results/confirmation_ds03/canonical_results.csv,15,confirmatory
D03-IF-MEAN-overall_fpr,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,overall_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated. No CI for the seed mean was executed.",0.013551621676106587,1.355%,fraction,,,,,E012857,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-climb_fpr,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,climb_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy climb audit rows alarmed / healthy climb audit rows. No CI for the seed mean was executed.",0.004092509075470562,0.409%,fraction,,,,,E012858,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-cruise_fpr,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,cruise_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy cruise audit rows alarmed / healthy cruise audit rows. No CI for the seed mean was executed.",0.011041043197174472,1.104%,fraction,,,,,E012859,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-descent_fpr,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,descent_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy descent audit rows alarmed / healthy descent audit rows. No CI for the seed mean was executed.",0.02142330494447621,2.142%,fraction,,,,,E012860,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-descent_minus_climb,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,descent_minus_climb,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.017330795869005648,+1.733 pp,fraction difference,,,,,E012861,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-descent_minus_cruise,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,descent_minus_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.01038226174730174,+1.038 pp,fraction difference,,,,,E012862,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-worst_cross_phase_transfer_fpr,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,worst_cross_phase_transfer_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers. No CI for the seed mean was executed.",0.09385877797506194,9.386%,fraction,,,,,E012863,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-healthy_flights_with_alarm_climb,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,healthy_flights_with_alarm_climb,"Arithmetic mean over seeds 0, 1, 2 of: Fraction of healthy flights with at least one climb-phase false alarm. No CI for the seed mean was executed.",0.7995495495495496,79.955%,fraction,,,,,E012864,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-false_alarm_events_per_healthy_flight_climb,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,false_alarm_events_per_healthy_flight_climb,"Arithmetic mean over seeds 0, 1, 2 of: Mean number of contiguous climb-phase false-alarm events per healthy flight. No CI for the seed mean was executed.",2.7792792792792795,2.779 events/flight,events per healthy flight,,,,,E012865,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-healthy_flights_with_alarm_cruise,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,healthy_flights_with_alarm_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Fraction of healthy flights with at least one cruise-phase false alarm. No CI for the seed mean was executed.",0.6644144144144144,66.441%,fraction,,,,,E012866,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-false_alarm_events_per_healthy_flight_cruise,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,false_alarm_events_per_healthy_flight_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Mean number of contiguous cruise-phase false-alarm events per healthy flight. No CI for the seed mean was executed.",6.756756756756757,6.757 events/flight,events per healthy flight,,,,,E012867,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-healthy_flights_with_alarm_descent,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,healthy_flights_with_alarm_descent,"Arithmetic mean over seeds 0, 1, 2 of: Fraction of healthy flights with at least one descent-phase false alarm. No CI for the seed mean was executed.",0.9932432432432432,99.324%,fraction,,,,,E012868,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-IF-MEAN-false_alarm_events_per_healthy_flight_descent,frozen primary pooled endpoint,DS03 confirmation,isolation_forest,history,"mean(seeds 0,1,2)",primary,0.01,pooled,false_alarm_events_per_healthy_flight_descent,"Arithmetic mean over seeds 0, 1, 2 of: Mean number of contiguous descent-phase false-alarm events per healthy flight. No CI for the seed mean was executed.",21.774774774774777,21.775 events/flight,events per healthy flight,,,,,E012869,results/confirmation_ds03/canonical_results.csv,36;57;78,confirmatory
D03-LSTM-MEAN-overall_fpr,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,overall_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated. No CI for the seed mean was executed.",0.01735694072945237,1.736%,fraction,,,,,E013130,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-climb_fpr,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,climb_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy climb audit rows alarmed / healthy climb audit rows. No CI for the seed mean was executed.",0.0075073558002896395,0.751%,fraction,,,,,E013131,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-cruise_fpr,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,cruise_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy cruise audit rows alarmed / healthy cruise audit rows. No CI for the seed mean was executed.",0.018893894467333635,1.889%,fraction,,,,,E013132,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-descent_fpr,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,descent_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Healthy descent audit rows alarmed / healthy descent audit rows. No CI for the seed mean was executed.",0.022146192582784115,2.215%,fraction,,,,,E013133,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-descent_minus_climb,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,descent_minus_climb,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.014638836782494474,+1.464 pp,fraction difference,,,,,E013134,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-descent_minus_cruise,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,descent_minus_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100. No CI for the seed mean was executed.",0.0032522981154504784,+0.325 pp,fraction difference,,,,,E013135,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-worst_cross_phase_transfer_fpr,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,worst_cross_phase_transfer_fpr,"Arithmetic mean over seeds 0, 1, 2 of: Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers. No CI for the seed mean was executed.",0.05307863613109031,5.308%,fraction,,,,,E013136,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-healthy_flights_with_alarm_climb,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,healthy_flights_with_alarm_climb,"Arithmetic mean over seeds 0, 1, 2 of: Fraction of healthy flights with at least one climb-phase false alarm. No CI for the seed mean was executed.",1.0,100.000%,fraction,,,,,E013137,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-false_alarm_events_per_healthy_flight_climb,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,false_alarm_events_per_healthy_flight_climb,"Arithmetic mean over seeds 0, 1, 2 of: Mean number of contiguous climb-phase false-alarm events per healthy flight. No CI for the seed mean was executed.",5.677927927927928,5.678 events/flight,events per healthy flight,,,,,E013138,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-healthy_flights_with_alarm_cruise,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,healthy_flights_with_alarm_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Fraction of healthy flights with at least one cruise-phase false alarm. No CI for the seed mean was executed.",0.9414414414414415,94.144%,fraction,,,,,E013139,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-false_alarm_events_per_healthy_flight_cruise,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,false_alarm_events_per_healthy_flight_cruise,"Arithmetic mean over seeds 0, 1, 2 of: Mean number of contiguous cruise-phase false-alarm events per healthy flight. No CI for the seed mean was executed.",13.292792792792794,13.293 events/flight,events per healthy flight,,,,,E013140,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-healthy_flights_with_alarm_descent,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,healthy_flights_with_alarm_descent,"Arithmetic mean over seeds 0, 1, 2 of: Fraction of healthy flights with at least one descent-phase false alarm. No CI for the seed mean was executed.",0.9977477477477478,99.775%,fraction,,,,,E013141,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-LSTM-MEAN-false_alarm_events_per_healthy_flight_descent,frozen primary pooled endpoint,DS03 confirmation,lstm_autoencoder,history,"mean(seeds 0,1,2)",primary,0.01,pooled,false_alarm_events_per_healthy_flight_descent,"Arithmetic mean over seeds 0, 1, 2 of: Mean number of contiguous descent-phase false-alarm events per healthy flight. No CI for the seed mean was executed.",24.626126126126128,24.626 events/flight,events per healthy flight,,,,,E013142,results/confirmation_ds03/canonical_results.csv,99;120;141,confirmatory
D03-IF-S0-overall_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.01363658482141133,1.364%,fraction,0.008447759341560817,0.020346373647058394,"[0.845%, 2.035%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011219,results/confirmation_ds03/canonical_results.csv,36,confirmatory
D03-IF-S0-climb_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0041670111110090535,0.417%,fraction,0.002361062497838201,0.006934171495876166,"[0.236%, 0.693%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011220,results/confirmation_ds03/canonical_results.csv,36,confirmatory
D03-IF-S0-cruise_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.010948620767090893,1.095%,fraction,0.006533088239745607,0.016621506441365053,"[0.653%, 1.662%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011221,results/confirmation_ds03/canonical_results.csv,36,confirmatory
D03-IF-S0-descent_fpr,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.021660296728761023,2.166%,fraction,0.012725583947952573,0.034079673539364384,"[1.273%, 3.408%]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011222,results/confirmation_ds03/canonical_results.csv,36,confirmatory
D03-IF-S0-descent_minus_climb,individual-seed bootstrap support,DS03 confirmation,isolation_forest,history,0,primary,0.01,pooled,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.01749328561775197,+1.749 pp,fraction difference,0.009006110881637197,0.02847426080659881,"[+0.901 pp, +2.847 pp]",hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,E011223,results/confirmation_ds03/canonical_results.csv,36,confirmatory
