split,unit,cycle,flight_class,rows,alt_min,alt_max,climb_rows,cruise_rows,descent_rows,healthy_rows
dev,20,39,3,10745,10002.0,26017.0,3325,5172,2248,0
dev,20,40,3,12562,10003.0,29020.0,4727,3161,4674,0
dev,20,41,3,10723,10001.0,28027.0,2856,5859,2008,0
dev,20,42,3,13850,10005.0,28028.0,3251,7821,2778,0
dev,20,43,3,12718,10001.0,27015.0,2990,7850,1878,0
dev,20,44,3,14249,10002.0,26029.0,2852,3106,8291,0
dev,20,45,3,7412,10007.0,23006.0,1771,2737,2904,0
dev,20,46,3,11461,10004.0,25023.0,2859,4216,4386,0
dev,20,47,3,12783,10002.0,27015.0,3449,5181,4153,0
dev,20,48,3,9606,10003.0,26026.0,1908,4458,3240,0
dev,20,49,3,13940,10005.0,28020.0,3800,6079,4061,0
dev,20,50,3,15296,10004.0,26024.0,3332,8638,3326,0
dev,20,51,3,8535,10001.0,22007.0,1717,3407,3411,0
dev,20,52,3,10753,10001.0,28007.0,3635,4986,2132,0
dev,20,53,3,10753,10001.0,28007.0,3635,4986,2132,0
dev,20,54,3,14262,10004.0,27048.0,5278,5961,3023,0
dev,20,55,3,10078,10005.0,29018.0,2991,4223,2864,0
dev,20,56,3,14468,10002.0,25024.0,2944,8792,2732,0
dev,20,57,3,10723,10001.0,28027.0,2856,5859,2008,0
dev,20,58,3,10723,10001.0,28027.0,2856,5859,2008,0
dev,20,59,3,10753,10001.0,28007.0,3635,4986,2132,0
dev,20,60,3,17398,10004.0,31019.0,3994,8806,4598,0
dev,20,61,3,7701,10001.0,22008.0,2139,1849,3713,0
dev,20,62,3,13572,10004.0,31017.0,4535,5191,3846,0
dev,20,63,3,8755,10006.0,20017.0,1939,2703,4113,0
dev,20,64,3,14346,10006.0,27033.0,3405,2752,8189,0
dev,20,65,3,9230,10001.0,26019.0,2825,3547,2858,0
dev,20,66,3,9571,10001.0,28033.0,4154,3260,2157,0
test,11,1,3,11007,10006.0,25016.0,2506,4386,4115,11007
test,11,2,3,17636,10001.0,31019.0,3612,10521,3503,17636
test,11,3,3,9831,10002.0,22010.0,2031,3448,4352,9831
test,11,4,3,13140,10004.0,27018.0,2902,7069,3169,13140
test,11,5,3,13751,10008.0,28023.0,2138,6376,5237,13751
test,11,6,3,11689,10004.0,25032.0,2583,5477,3629,11689
test,11,7,3,11007,10006.0,25016.0,2506,4386,4115,11007
test,11,8,3,8826,10003.0,28013.0,4368,2947,1511,8826
test,11,9,3,8928,10002.0,25019.0,2151,4055,2722,8928
test,11,10,3,13940,10005.0,28020.0,3800,6079,4061,13940
test,11,11,3,13751,10008.0,28023.0,2138,6376,5237,13751
test,11,12,3,14346,10006.0,27033.0,3405,2752,8189,14346
test,11,13,3,10704,10001.0,25032.0,2712,4440,3552,10704
test,11,14,3,11573,10002.0,27010.0,3378,2869,5326,11573
test,11,15,3,7701,10001.0,22008.0,2139,1849,3713,7701
test,11,16,3,11457,10002.0,27017.0,3291,5172,2994,11457
test,11,17,3,11457,10002.0,27017.0,3291,5172,2994,11457
test,11,18,3,12562,10003.0,29020.0,4727,3161,4674,12562
test,11,19,3,8225,10005.0,22003.0,3062,1399,3764,0
test,11,20,3,6941,10003.0,22008.0,1668,3880,1393,0
test,11,21,3,11416,10001.0,29022.0,3110,2849,5457,0
test,11,22,3,8755,10006.0,20017.0,1939,2703,4113,0
test,11,23,3,11007,10006.0,25016.0,2506,4386,4115,0
test,11,24,3,9058,10001.0,28028.0,2712,3396,2950,0
test,11,25,3,9606,10004.0,16179.0,844,6898,1864,0
test,11,26,3,8812,10003.0,22006.0,1949,2355,4508,0
test,11,27,3,12603,10002.0,29017.0,2686,7233,2684,0
test,11,28,3,11461,10004.0,25023.0,2859,4216,4386,0
test,11,29,3,11641,10004.0,29025.0,4606,2976,4059,0
test,11,30,3,10537,10001.0,26024.0,3123,1165,6249,0
test,11,31,3,8812,10003.0,22006.0,1949,2355,4508,0
test,11,32,3,14353,10003.0,28025.0,3241,6297,4815,0
test,11,33,3,9171,10002.0,22013.0,1955,4254,2962,0
test,11,34,3,11921,10004.0,31028.0,5222,2178,4521,0
test,11,35,3,8567,10002.0,22007.0,1607,2646,4314,0
test,11,36,3,11389,10003.0,28015.0,4567,4819,2003,0
test,11,37,3,8567,10002.0,22007.0,1607,2646,4314,0
test,11,38,3,9728,10003.0,22010.0,1665,6550,1513,0
test,11,39,3,12732,10001.0,31028.0,3641,4448,4643,0
test,11,40,3,10822,10003.0,29025.0,3537,3108,4177,0
test,11,41,3,10074,10006.0,25017.0,2966,3960,3148,0
test,11,42,3,11764,10005.0,31021.0,3836,4826,3102,0
test,11,43,3,14331,10004.0,28029.0,2631,9164,2536,0
test,11,44,3,9606,10004.0,16179.0,844,6898,1864,0
test,11,45,3,12842,10006.0,29019.0,3400,6141,3301,0
test,11,46,3,14468,10002.0,25024.0,2944,8792,2732,0
test,11,47,3,11921,10004.0,31028.0,5222,2178,4521,0
test,11,48,3,12016,10003.0,29022.0,3211,4540,4265,0
test,11,49,3,14058,10003.0,29022.0,3743,5463,4852,0
test,11,50,3,12782,10005.0,31017.0,6173,3448,3161,0
test,11,51,3,14175,10002.0,31026.0,4256,4659,5260,0
test,11,52,3,8755,10006.0,20017.0,1939,2703,4113,0
test,11,53,3,14686,10004.0,31023.0,3774,8202,2710,0
test,11,54,3,7727,10001.0,28018.0,3764,1389,2574,0
test,11,55,3,12562,10003.0,29020.0,4727,3161,4674,0
test,11,56,3,9571,10001.0,28033.0,4154,3260,2157,0
test,11,57,3,7201,10002.0,24008.0,2354,2580,2267,0
test,11,58,3,17398,10004.0,31019.0,3994,8806,4598,0
test,11,59,3,8128,10003.0,20009.0,1333,5226,1569,0
test,14,1,1,2551,10003.0,10498.0,79,2364,108,2551
test,14,2,1,1528,10001.0,13090.0,435,592,501,1528
test,14,3,1,1887,10004.0,11928.0,227,1396,264,1887
test,14,4,1,1303,10007.0,10913.0,87,1069,147,1303
test,14,5,1,2641,10001.0,17764.0,1059,390,1192,2641
test,14,6,1,2918,10005.0,12750.0,222,1468,1228,2918
test,14,7,1,1303,10007.0,10913.0,87,1069,147,1303
test,14,8,1,2551,10003.0,10498.0,79,2364,108,2551
test,14,9,1,1706,10001.0,10085.0,38,47,1621,1706
test,14,10,1,1706,10001.0,10085.0,38,47,1621,1706
test,14,11,1,2346,10001.0,13806.0,482,1040,824,2346
test,14,12,1,2641,10001.0,17764.0,1059,390,1192,2641
test,14,13,1,1303,10007.0,10913.0,87,1069,147,1303
test,14,14,1,2629,10002.0,14743.0,490,1339,800,2629
test,14,15,1,1930,10001.0,13885.0,486,795,649,1930
test,14,16,1,1528,10001.0,13090.0,435,592,501,1528
test,14,17,1,2641,10001.0,17764.0,1059,390,1192,2641
test,14,18,1,2629,10002.0,14743.0,490,1339,800,2629
test,14,19,1,1706,10001.0,10085.0,38,47,1621,1706
test,14,20,1,2629,10002.0,14743.0,490,1339,800,2629
test,14,21,1,1706,10001.0,10085.0,38,47,1621,1706
test,14,22,1,1887,10004.0,11928.0,227,1396,264,1887
test,14,23,1,2629,10002.0,14743.0,490,1339,800,2629
test,14,24,1,2641,10001.0,17764.0,1059,390,1192,2641
test,14,25,1,2551,10003.0,10498.0,79,2364,108,2551
test,14,26,1,2034,10002.0,10103.0,135,84,1815,2034
test,14,27,1,1887,10004.0,11928.0,227,1396,264,1887
test,14,28,1,2629,10002.0,14743.0,490,1339,800,2629
test,14,29,1,1887,10004.0,11928.0,227,1396,264,1887
test,14,30,1,1528,10001.0,13090.0,435,592,501,1528
test,14,31,1,2629,10002.0,14743.0,490,1339,800,2629
test,14,32,1,1006,10002.0,12677.0,262,356,388,1006
test,14,33,1,1528,10001.0,13090.0,435,592,501,1528
test,14,34,1,1944,10001.0,10942.0,142,1554,248,1944
test,14,35,1,1706,10001.0,10085.0,38,47,1621,1706
test,14,36,1,1706,10001.0,10085.0,38,47,1621,0
test,14,37,1,1887,10004.0,11928.0,227,1396,264,0
test,14,38,1,1706,10001.0,10085.0,38,47,1621,0
test,14,39,1,1930,10001.0,13885.0,486,795,649,0
test,14,40,1,1895,10002.0,14768.0,565,764,566,0
test,14,41,1,1887,10004.0,11928.0,227,1396,264,0
test,14,42,1,1944,10001.0,10942.0,142,1554,248,0
test,14,43,1,1461,10002.0,13017.0,283,889,289,0
test,14,44,1,1944,10001.0,10942.0,142,1554,248,0
test,14,45,1,1461,10002.0,13017.0,283,889,289,0
test,14,46,1,1944,10001.0,10942.0,142,1554,248,0
test,14,47,1,3912,10001.0,14744.0,414,291,3207,0
test,14,48,1,1014,10003.0,10852.0,123,734,157,0
test,14,49,1,1528,10001.0,13090.0,435,592,501,0
test,14,50,1,2641,10001.0,17764.0,1059,390,1192,0
test,14,51,1,1006,10002.0,12677.0,262,356,388,0
test,14,52,1,2641,10001.0,17764.0,1059,390,1192,0
test,14,53,1,2385,10004.0,11120.0,140,1190,1055,0
test,14,54,1,1706,10001.0,10085.0,38,47,1621,0
test,14,55,1,2918,10005.0,12750.0,222,1468,1228,0
test,14,56,1,1887,10004.0,11928.0,227,1396,264,0
test,14,57,1,1528,10001.0,13090.0,435,592,501,0
test,14,58,1,2034,10002.0,10103.0,135,84,1815,0
test,14,59,1,1014,10003.0,10852.0,123,734,157,0
test,14,60,1,1461,10002.0,13017.0,283,889,289,0
test,14,61,1,1006,10002.0,12677.0,262,356,388,0
test,14,62,1,2034,10002.0,10103.0,135,84,1815,0
test,14,63,1,2629,10002.0,14743.0,490,1339,800,0
test,14,64,1,2034,10002.0,10103.0,135,84,1815,0
test,14,65,1,2034,10002.0,10103.0,135,84,1815,0
test,14,66,1,2385,10004.0,11120.0,140,1190,1055,0
test,14,67,1,1887,10004.0,11928.0,227,1396,264,0
test,14,68,1,3912,10001.0,14744.0,414,291,3207,0
test,14,69,1,1887,10004.0,11928.0,227,1396,264,0
test,14,70,1,1895,10002.0,14768.0,565,764,566,0
test,14,71,1,2551,10003.0,10498.0,79,2364,108,0
test,14,72,1,1895,10002.0,14768.0,565,764,566,0
test,14,73,1,1706,10001.0,10085.0,38,47,1621,0
test,14,74,1,2385,10004.0,11120.0,140,1190,1055,0
test,14,75,1,3912,10001.0,14744.0,414,291,3207,0
test,14,76,1,2918,10005.0,12750.0,222,1468,1228,0
test,15,1,2,2669,10003.0,14858.0,625,752,1292,2669
test,15,2,2,7711,10002.0,22038.0,2028,3298,2385,7711
test,15,3,2,5503,10003.0,25012.0,3519,722,1262,5503
test,15,4,2,6372,10003.0,22005.0,2754,2405,1213,6372
test,15,5,2,6075,10002.0,22009.0,1642,2509,1924,6075
test,15,6,2,9157,10005.0,28035.0,3584,2702,2871,9157
test,15,7,2,5892,10002.0,24009.0,2990,2120,782,5892
test,15,8,2,4015,10006.0,16759.0,748,1371,1896,4015
test,15,9,2,8714,10004.0,24025.0,2650,4542,1522,8714
test,15,10,2,5218,10006.0,23000.0,2439,1376,1403,5218
test,15,11,2,6001,10001.0,22010.0,2203,2046,1752,6001
test,15,12,2,8363,10004.0,22016.0,1990,3014,3359,8363
test,15,13,2,5761,10006.0,23032.0,1671,2573,1517,5761
test,15,14,2,6942,10001.0,22015.0,2058,3278,1606,6942
test,15,15,2,8154,10001.0,23011.0,2033,2970,3151,8154
test,15,16,2,5218,10006.0,23000.0,2439,1376,1403,5218
test,15,17,2,5804,10001.0,22014.0,1845,2329,1630,5804
test,15,18,2,8154,10001.0,23011.0,2033,2970,3151,8154
test,15,19,2,6782,10002.0,29072.0,2887,1196,2699,6782
test,15,20,2,6265,10006.0,21023.0,1256,2569,2440,6265
test,15,21,2,6381,10007.0,20008.0,1264,2088,3029,6381
test,15,22,2,5501,10009.0,23007.0,2343,1857,1301,5501
test,15,23,2,6887,10001.0,21025.0,1788,3403,1696,6887
test,15,24,2,3832,10003.0,14969.0,605,843,2384,0
test,15,25,2,8608,10001.0,25009.0,2957,3721,1930,0
test,15,26,2,6782,10002.0,29072.0,2887,1196,2699,0
test,15,27,2,6576,10003.0,23006.0,1843,2271,2462,0
test,15,28,2,5752,10008.0,23000.0,1760,2184,1808,0
test,15,29,2,7449,10002.0,22013.0,1965,4168,1316,0
test,15,30,2,7814,10001.0,15822.0,719,5290,1805,0
test,15,31,2,3291,10001.0,11869.0,297,2696,298,0
test,15,32,2,7480,10001.0,23007.0,1863,3062,2555,0
test,15,33,2,4742,10002.0,23013.0,2358,847,1537,0
test,15,34,2,7482,10004.0,25020.0,2608,2692,2182,0
test,15,35,2,8466,10006.0,26020.0,2637,3958,1871,0
test,15,36,2,5684,10002.0,14808.0,598,708,4378,0
test,15,37,2,4080,10005.0,13694.0,461,744,2875,0
test,15,38,2,5501,10009.0,23007.0,2343,1857,1301,0
test,15,39,2,5218,10006.0,23000.0,2439,1376,1403,0
test,15,40,2,5759,10004.0,21018.0,1726,1815,2218,0
test,15,41,2,8534,10001.0,22016.0,1497,2779,4258,0
test,15,42,2,8965,10003.0,22012.0,1401,3515,4049,0
test,15,43,2,6294,10002.0,25997.0,3582,972,1740,0
test,15,44,2,5495,10001.0,25038.0,2242,949,2304,0
test,15,45,2,9445,10001.0,25007.0,1861,5420,2164,0
test,15,46,2,6782,10002.0,29072.0,2887,1196,2699,0
test,15,47,2,6248,10002.0,22017.0,1921,2443,1884,0
test,15,48,2,8473,10001.0,25020.0,2494,3402,2577,0
test,15,49,2,7482,10004.0,25020.0,2608,2692,2182,0
test,15,50,2,9544,10001.0,22000.0,1655,2972,4917,0
test,15,51,2,6075,10002.0,22009.0,1642,2509,1924,0
test,15,52,2,2122,10002.0,14890.0,484,945,693,0
test,15,53,2,5731,10001.0,23011.0,2057,2142,1532,0
test,15,54,2,5238,10001.0,16925.0,975,2900,1363,0
test,15,55,2,6576,10003.0,23006.0,1843,2271,2462,0
test,15,56,2,6433,10001.0,22007.0,1626,2906,1901,0
test,15,57,2,6887,10001.0,21025.0,1788,3403,1696,0
test,15,58,2,2217,10003.0,13510.0,385,1072,760,0
test,15,59,2,7775,10001.0,29023.0,2487,1321,3967,0
test,15,60,2,7480,10001.0,23007.0,1863,3062,2555,0
test,15,61,2,6294,10002.0,25997.0,3582,972,1740,0
test,15,62,2,6433,10001.0,22007.0,1626,2906,1901,0
test,15,63,2,3291,10001.0,11869.0,297,2696,298,0
test,15,64,2,6000,10002.0,20012.0,1335,3437,1228,0
test,15,65,2,7682,10002.0,28023.0,3920,1744,2018,0
test,15,66,2,8466,10006.0,26020.0,2637,3958,1871,0
test,15,67,2,9453,10003.0,22008.0,1821,4383,3249,0
