split,unit,cycle,rows,alt_min,alt_max,primary_climb_rows,primary_cruise_rows,primary_descent_rows,alternative_climb_rows,alternative_cruise_rows,alternative_descent_rows
dev,18,57,13008,10005.0,27017.0,5028,4517,3463,4894,4245,3869
dev,18,58,13395,10001.0,29015.0,4412,6278,2705,5053,5415,2927
dev,18,59,10952,10002.0,29025.0,4319,2597,4036,4679,1910,4363
dev,18,60,13940,10005.0,28020.0,3800,6079,4061,4340,5054,4546
dev,18,61,12783,10002.0,27015.0,3449,5181,4153,3985,4236,4562
dev,18,62,14256,10002.0,28024.0,2988,7325,3943,3378,6615,4263
dev,18,63,16550,10002.0,31026.0,3788,6329,6433,3558,7543,5449
dev,18,64,13008,10005.0,27017.0,5028,4517,3463,4894,4245,3869
dev,18,65,14771,10002.0,31018.0,4176,6016,4579,4166,6008,4597
dev,18,66,14346,10006.0,27033.0,3405,2752,8189,3497,6768,4081
dev,18,67,14985,10004.0,31016.0,4059,1945,8981,4529,5595,4861
dev,18,68,12554,10002.0,29020.0,3839,2327,6388,4428,4972,3154
dev,18,69,14686,10004.0,31023.0,3774,8202,2710,4381,7250,3055
dev,18,70,12383,10001.0,29019.0,4206,5523,2654,4736,4579,3068
dev,18,71,12842,10006.0,29019.0,3400,6141,3301,3079,6012,3751
dev,20,1,14262,10004.0,27048.0,5278,5961,3023,3590,7252,3420
dev,20,2,15140,10002.0,16826.0,772,1271,13097,883,11181,3076
dev,20,3,13300,10004.0,29027.0,4260,5866,3174,4892,5111,3297
dev,20,4,11573,10002.0,27010.0,3378,2869,5326,3665,3719,4189
dev,20,5,11461,10004.0,25023.0,2859,4216,4386,2325,4634,4502
dev,20,6,13856,10007.0,29029.0,2223,7396,4237,2519,6848,4489
dev,20,7,15195,10002.0,31015.0,4381,5296,5518,3720,5489,5986
dev,20,8,10271,10001.0,16332.0,607,7579,2085,718,7319,2234
dev,20,9,11093,10006.0,35033.0,6050,3132,1911,6380,2398,2315
dev,20,10,9171,10002.0,22013.0,1955,4254,2962,2227,3820,3124
dev,20,11,13510,10004.0,31020.0,4417,3999,5094,3959,4442,5109
dev,20,12,11325,10003.0,31052.0,4102,3601,3622,3734,3479,4112
dev,20,13,10822,10003.0,29025.0,3537,3108,4177,4073,2239,4510
dev,20,14,15195,10002.0,31015.0,4381,5296,5518,3720,5489,5986
dev,20,15,11680,10003.0,29025.0,4366,3154,4160,4311,4484,2885
dev,20,16,5500,10001.0,20031.0,1264,1888,2348,1485,1497,2518
dev,20,17,9606,10004.0,16179.0,844,6898,1864,944,6600,2062
dev,20,18,12527,10001.0,28019.0,2941,6629,2957,2601,7596,2330
dev,20,19,8535,10001.0,22007.0,1717,3407,3411,1991,2933,3611
dev,20,20,12874,10002.0,28022.0,3450,4660,4764,3895,3918,5061
dev,20,21,10704,10001.0,25032.0,2712,4440,3552,3236,4152,3316
dev,20,22,9728,10003.0,22010.0,1665,6550,1513,1944,6107,1677
dev,20,23,12323,10004.0,25024.0,2576,3780,5967,3029,3214,6080
dev,20,24,13270,10003.0,29018.0,3676,6624,2970,3697,6292,3281
dev,20,25,9171,10002.0,22013.0,1955,4254,2962,2227,3820,3124
dev,20,26,11680,10003.0,29025.0,4366,3154,4160,4311,4484,2885
dev,20,27,8734,10006.0,22008.0,1527,5495,1712,1727,5113,1894
dev,20,28,11416,10001.0,29022.0,3110,2849,5457,3529,3945,3942
dev,20,29,8271,10004.0,23014.0,2729,1648,3894,3108,1003,4160
dev,20,30,12323,10004.0,25024.0,2576,3780,5967,3029,3214,6080
dev,20,31,17162,10005.0,29027.0,4054,10056,3052,3590,9969,3603
dev,20,32,11457,10002.0,27017.0,3291,5172,2994,3793,4388,3276
dev,20,33,8567,10002.0,22007.0,1607,2646,4314,1859,2207,4501
dev,20,34,15195,10002.0,31015.0,4381,5296,5518,3720,5489,5986
dev,20,35,13050,10006.0,29023.0,3819,6062,3169,3985,5448,3617
dev,20,36,11689,10004.0,25032.0,2583,5477,3629,1743,6205,3741
dev,20,37,5500,10001.0,20031.0,1264,1888,2348,1485,1497,2518
dev,20,38,14058,10003.0,29022.0,3743,5463,4852,4137,4821,5100
dev,20,39,10745,10002.0,26017.0,3325,5172,2248,3776,4279,2690
dev,20,40,12562,10003.0,29020.0,4727,3161,4674,5390,2282,4890
dev,20,41,10723,10001.0,28027.0,2856,5859,2008,3230,5250,2243
dev,20,42,13850,10005.0,28028.0,3251,7821,2778,3618,7096,3136
dev,20,43,12718,10001.0,27015.0,2990,7850,1878,3245,7371,2102
dev,20,44,14249,10002.0,26029.0,2852,3106,8291,3175,3283,7791
dev,20,45,7412,10007.0,23006.0,1771,2737,2904,2161,2098,3153
dev,20,46,11461,10004.0,25023.0,2859,4216,4386,2325,4634,4502
dev,20,47,12783,10002.0,27015.0,3449,5181,4153,3985,4236,4562
dev,20,48,9606,10003.0,26026.0,1908,4458,3240,2244,3859,3503
dev,20,49,13940,10005.0,28020.0,3800,6079,4061,4340,5054,4546
dev,20,50,15296,10004.0,26024.0,3332,8638,3326,3123,9549,2624
dev,20,51,8535,10001.0,22007.0,1717,3407,3411,1991,2933,3611
dev,20,52,10753,10001.0,28007.0,3635,4986,2132,3373,5015,2365
dev,20,53,10753,10001.0,28007.0,3635,4986,2132,3373,5015,2365
dev,20,54,14262,10004.0,27048.0,5278,5961,3023,3590,7252,3420
dev,20,55,10078,10005.0,29018.0,2991,4223,2864,3451,3379,3248
dev,20,56,14468,10002.0,25024.0,2944,8792,2732,2753,8757,2958
dev,20,57,10723,10001.0,28027.0,2856,5859,2008,3230,5250,2243
dev,20,58,10723,10001.0,28027.0,2856,5859,2008,3230,5250,2243
dev,20,59,10753,10001.0,28007.0,3635,4986,2132,3373,5015,2365
dev,20,60,17398,10004.0,31019.0,3994,8806,4598,4662,7636,5100
dev,20,61,7701,10001.0,22008.0,2139,1849,3713,2453,1248,4000
dev,20,62,13572,10004.0,31017.0,4535,5191,3846,4190,5034,4348
dev,20,63,8755,10006.0,20017.0,1939,2703,4113,2161,2314,4280
dev,20,64,14346,10006.0,27033.0,3405,2752,8189,3497,6768,4081
dev,20,65,9230,10001.0,26019.0,2825,3547,2858,2588,4225,2417
dev,20,66,9571,10001.0,28033.0,4154,3260,2157,4482,3223,1866
test,11,1,11007,10006.0,25016.0,2506,4386,4115,2930,3885,4192
test,11,2,17636,10001.0,31019.0,3612,10521,3503,3879,9869,3888
test,11,3,9831,10002.0,22010.0,2031,3448,4352,2327,2755,4749
test,11,4,13140,10004.0,27018.0,2902,7069,3169,3297,6273,3570
test,11,5,13751,10008.0,28023.0,2138,6376,5237,2298,6278,5175
test,11,6,11689,10004.0,25032.0,2583,5477,3629,1743,6205,3741
test,11,7,11007,10006.0,25016.0,2506,4386,4115,2930,3885,4192
test,11,8,8826,10003.0,28013.0,4368,2947,1511,4070,3030,1726
test,11,9,8928,10002.0,25019.0,2151,4055,2722,2568,3414,2946
test,11,10,13940,10005.0,28020.0,3800,6079,4061,4340,5054,4546
test,11,11,13751,10008.0,28023.0,2138,6376,5237,2298,6278,5175
test,11,12,14346,10006.0,27033.0,3405,2752,8189,3497,6768,4081
test,11,13,10704,10001.0,25032.0,2712,4440,3552,3236,4152,3316
test,11,14,11573,10002.0,27010.0,3378,2869,5326,3665,3719,4189
test,11,15,7701,10001.0,22008.0,2139,1849,3713,2453,1248,4000
test,11,16,11457,10002.0,27017.0,3291,5172,2994,3793,4388,3276
test,11,17,11457,10002.0,27017.0,3291,5172,2994,3793,4388,3276
test,11,18,12562,10003.0,29020.0,4727,3161,4674,5390,2282,4890
test,11,19,8225,10005.0,22003.0,3062,1399,3764,3140,926,4159
test,11,20,6941,10003.0,22008.0,1668,3880,1393,2036,3351,1554
test,11,21,11416,10001.0,29022.0,3110,2849,5457,3529,3945,3942
test,11,22,8755,10006.0,20017.0,1939,2703,4113,2161,2314,4280
test,11,23,11007,10006.0,25016.0,2506,4386,4115,2930,3885,4192
test,11,24,9058,10001.0,28028.0,2712,3396,2950,3110,2766,3182
test,11,25,9606,10004.0,16179.0,844,6898,1864,944,6600,2062
test,11,26,8812,10003.0,22006.0,1949,2355,4508,2259,1880,4673
test,11,27,12603,10002.0,29017.0,2686,7233,2684,3129,6521,2953
test,11,28,11461,10004.0,25023.0,2859,4216,4386,2325,4634,4502
test,11,29,11641,10004.0,29025.0,4606,2976,4059,4558,2643,4440
test,11,30,10537,10001.0,26024.0,3123,1165,6249,3507,3946,3084
test,11,31,8812,10003.0,22006.0,1949,2355,4508,2259,1880,4673
test,11,32,14353,10003.0,28025.0,3241,6297,4815,3596,5515,5242
test,11,33,9171,10002.0,22013.0,1955,4254,2962,2227,3820,3124
test,11,34,11921,10004.0,31028.0,5222,2178,4521,5956,1097,4868
test,11,35,8567,10002.0,22007.0,1607,2646,4314,1859,2207,4501
test,11,36,11389,10003.0,28015.0,4567,4819,2003,4317,4725,2347
test,11,37,8567,10002.0,22007.0,1607,2646,4314,1859,2207,4501
test,11,38,9728,10003.0,22010.0,1665,6550,1513,1944,6107,1677
test,11,39,12732,10001.0,31028.0,3641,4448,4643,3653,3939,5140
test,11,40,10822,10003.0,29025.0,3537,3108,4177,4073,2239,4510
test,11,41,10074,10006.0,25017.0,2966,3960,3148,3449,3160,3465
test,11,42,11764,10005.0,31021.0,3836,4826,3102,4454,3704,3606
test,11,43,14331,10004.0,28029.0,2631,9164,2536,2981,8523,2827
test,11,44,9606,10004.0,16179.0,844,6898,1864,944,6600,2062
test,11,45,12842,10006.0,29019.0,3400,6141,3301,3079,6012,3751
test,11,46,14468,10002.0,25024.0,2944,8792,2732,2753,8757,2958
test,11,47,11921,10004.0,31028.0,5222,2178,4521,5956,1097,4868
test,11,48,12016,10003.0,29022.0,3211,4540,4265,3030,4409,4577
test,11,49,14058,10003.0,29022.0,3743,5463,4852,4137,4821,5100
test,11,50,12782,10005.0,31017.0,6173,3448,3161,5719,3321,3742
test,11,51,14175,10002.0,31026.0,4256,4659,5260,4309,4387,5479
test,11,52,8755,10006.0,20017.0,1939,2703,4113,2161,2314,4280
test,11,53,14686,10004.0,31023.0,3774,8202,2710,4381,7250,3055
test,11,54,7727,10001.0,28018.0,3764,1389,2574,4245,610,2872
test,11,55,12562,10003.0,29020.0,4727,3161,4674,5390,2282,4890
test,11,56,9571,10001.0,28033.0,4154,3260,2157,4482,3223,1866
test,11,57,7201,10002.0,24008.0,2354,2580,2267,2305,2393,2503
test,11,58,17398,10004.0,31019.0,3994,8806,4598,4662,7636,5100
test,11,59,8128,10003.0,20009.0,1333,5226,1569,1505,4816,1807
test,14,1,2551,10003.0,10498.0,79,2364,108,94,2339,118
test,14,2,1528,10001.0,13090.0,435,592,501,495,475,558
test,14,3,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,4,1303,10007.0,10913.0,87,1069,147,96,1050,157
test,14,5,2641,10001.0,17764.0,1059,390,1192,1220,41,1380
test,14,6,2918,10005.0,12750.0,222,1468,1228,265,1361,1292
test,14,7,1303,10007.0,10913.0,87,1069,147,96,1050,157
test,14,8,2551,10003.0,10498.0,79,2364,108,94,2339,118
test,14,9,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,10,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,11,2346,10001.0,13806.0,482,1040,824,539,891,916
test,14,12,2641,10001.0,17764.0,1059,390,1192,1220,41,1380
test,14,13,1303,10007.0,10913.0,87,1069,147,96,1050,157
test,14,14,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,15,1930,10001.0,13885.0,486,795,649,545,661,724
test,14,16,1528,10001.0,13090.0,435,592,501,495,475,558
test,14,17,2641,10001.0,17764.0,1059,390,1192,1220,41,1380
test,14,18,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,19,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,20,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,21,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,22,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,23,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,24,2641,10001.0,17764.0,1059,390,1192,1220,41,1380
test,14,25,2551,10003.0,10498.0,79,2364,108,94,2339,118
test,14,26,2034,10002.0,10103.0,135,84,1815,129,1107,798
test,14,27,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,28,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,29,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,30,1528,10001.0,13090.0,435,592,501,495,475,558
test,14,31,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,32,1006,10002.0,12677.0,262,356,388,330,232,444
test,14,33,1528,10001.0,13090.0,435,592,501,495,475,558
test,14,34,1944,10001.0,10942.0,142,1554,248,164,1524,256
test,14,35,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,36,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,37,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,38,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,39,1930,10001.0,13885.0,486,795,649,545,661,724
test,14,40,1895,10002.0,14768.0,565,764,566,631,623,641
test,14,41,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,42,1944,10001.0,10942.0,142,1554,248,164,1524,256
test,14,43,1461,10002.0,13017.0,283,889,289,333,789,339
test,14,44,1944,10001.0,10942.0,142,1554,248,164,1524,256
test,14,45,1461,10002.0,13017.0,283,889,289,333,789,339
test,14,46,1944,10001.0,10942.0,142,1554,248,164,1524,256
test,14,47,3912,10001.0,14744.0,414,291,3207,496,52,3364
test,14,48,1014,10003.0,10852.0,123,734,157,142,699,173
test,14,49,1528,10001.0,13090.0,435,592,501,495,475,558
test,14,50,2641,10001.0,17764.0,1059,390,1192,1220,41,1380
test,14,51,1006,10002.0,12677.0,262,356,388,330,232,444
test,14,52,2641,10001.0,17764.0,1059,390,1192,1220,41,1380
test,14,53,2385,10004.0,11120.0,140,1190,1055,165,1973,247
test,14,54,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,55,2918,10005.0,12750.0,222,1468,1228,265,1361,1292
test,14,56,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,57,1528,10001.0,13090.0,435,592,501,495,475,558
test,14,58,2034,10002.0,10103.0,135,84,1815,129,1107,798
test,14,59,1014,10003.0,10852.0,123,734,157,142,699,173
test,14,60,1461,10002.0,13017.0,283,889,289,333,789,339
test,14,61,1006,10002.0,12677.0,262,356,388,330,232,444
test,14,62,2034,10002.0,10103.0,135,84,1815,129,1107,798
test,14,63,2629,10002.0,14743.0,490,1339,800,563,1152,914
test,14,64,2034,10002.0,10103.0,135,84,1815,129,1107,798
test,14,65,2034,10002.0,10103.0,135,84,1815,129,1107,798
test,14,66,2385,10004.0,11120.0,140,1190,1055,165,1973,247
test,14,67,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,68,3912,10001.0,14744.0,414,291,3207,496,52,3364
test,14,69,1887,10004.0,11928.0,227,1396,264,262,1323,302
test,14,70,1895,10002.0,14768.0,565,764,566,631,623,641
test,14,71,2551,10003.0,10498.0,79,2364,108,94,2339,118
test,14,72,1895,10002.0,14768.0,565,764,566,631,623,641
test,14,73,1706,10001.0,10085.0,38,47,1621,33,59,1614
test,14,74,2385,10004.0,11120.0,140,1190,1055,165,1973,247
test,14,75,3912,10001.0,14744.0,414,291,3207,496,52,3364
test,14,76,2918,10005.0,12750.0,222,1468,1228,265,1361,1292
test,15,1,2669,10003.0,14858.0,625,752,1292,705,555,1409
test,15,2,7711,10002.0,22038.0,2028,3298,2385,1947,3098,2666
test,15,3,5503,10003.0,25012.0,3519,722,1262,3076,995,1432
test,15,4,6372,10003.0,22005.0,2754,2405,1213,2890,2106,1376
test,15,5,6075,10002.0,22009.0,1642,2509,1924,1898,2050,2127
test,15,6,9157,10005.0,28035.0,3584,2702,2871,3768,2226,3163
test,15,7,5892,10002.0,24009.0,2990,2120,782,3460,1497,935
test,15,8,4015,10006.0,16759.0,748,1371,1896,913,973,2129
test,15,9,8714,10004.0,24025.0,2650,4542,1522,2654,4350,1710
test,15,10,5218,10006.0,23000.0,2439,1376,1403,2880,758,1580
test,15,11,6001,10001.0,22010.0,2203,2046,1752,2567,1521,1913
test,15,12,8363,10004.0,22016.0,1990,3014,3359,2146,2656,3561
test,15,13,5761,10006.0,23032.0,1671,2573,1517,1955,2104,1702
test,15,14,6942,10001.0,22015.0,2058,3278,1606,2466,2580,1896
test,15,15,8154,10001.0,23011.0,2033,2970,3151,2342,2353,3459
test,15,16,5218,10006.0,23000.0,2439,1376,1403,2880,758,1580
test,15,17,5804,10001.0,22014.0,1845,2329,1630,2122,1784,1898
test,15,18,8154,10001.0,23011.0,2033,2970,3151,2342,2353,3459
test,15,19,6782,10002.0,29072.0,2887,1196,2699,3211,567,3004
test,15,20,6265,10006.0,21023.0,1256,2569,2440,1427,2185,2653
test,15,21,6381,10007.0,20008.0,1264,2088,3029,1431,1684,3266
test,15,22,5501,10009.0,23007.0,2343,1857,1301,2711,1270,1520
test,15,23,6887,10001.0,21025.0,1788,3403,1696,2052,2880,1955
test,15,24,3832,10003.0,14969.0,605,843,2384,724,624,2484
test,15,25,8608,10001.0,25009.0,2957,3721,1930,3490,3110,2008
test,15,26,6782,10002.0,29072.0,2887,1196,2699,3211,567,3004
test,15,27,6576,10003.0,23006.0,1843,2271,2462,2114,1823,2639
test,15,28,5752,10008.0,23000.0,1760,2184,1808,2080,1686,1986
test,15,29,7449,10002.0,22013.0,1965,4168,1316,2279,3690,1480
test,15,30,7814,10001.0,15822.0,719,5290,1805,812,5071,1931
test,15,31,3291,10001.0,11869.0,297,2696,298,346,2631,314
test,15,32,7480,10001.0,23007.0,1863,3062,2555,2190,2558,2732
test,15,33,4742,10002.0,23013.0,2358,847,1537,2740,245,1757
test,15,34,7482,10004.0,25020.0,2608,2692,2182,3015,2194,2273
test,15,35,8466,10006.0,26020.0,2637,3958,1871,2297,4075,2094
test,15,36,5684,10002.0,14808.0,598,708,4378,674,533,4477
test,15,37,4080,10005.0,13694.0,461,744,2875,516,1064,2500
test,15,38,5501,10009.0,23007.0,2343,1857,1301,2711,1270,1520
test,15,39,5218,10006.0,23000.0,2439,1376,1403,2880,758,1580
test,15,40,5759,10004.0,21018.0,1726,1815,2218,1978,1377,2404
test,15,41,8534,10001.0,22016.0,1497,2779,4258,1710,2400,4424
test,15,42,8965,10003.0,22012.0,1401,3515,4049,1619,3012,4334
test,15,43,6294,10002.0,25997.0,3582,972,1740,4076,99,2119
test,15,44,5495,10001.0,25038.0,2242,949,2304,2528,416,2551
test,15,45,9445,10001.0,25007.0,1861,5420,2164,2054,5064,2327
test,15,46,6782,10002.0,29072.0,2887,1196,2699,3211,567,3004
test,15,47,6248,10002.0,22017.0,1921,2443,1884,2240,1838,2170
test,15,48,8473,10001.0,25020.0,2494,3402,2577,2799,3009,2665
test,15,49,7482,10004.0,25020.0,2608,2692,2182,3015,2194,2273
test,15,50,9544,10001.0,22000.0,1655,2972,4917,1870,2518,5156
test,15,51,6075,10002.0,22009.0,1642,2509,1924,1898,2050,2127
test,15,52,2122,10002.0,14890.0,484,945,693,559,773,790
test,15,53,5731,10001.0,23011.0,2057,2142,1532,2410,1571,1750
test,15,54,5238,10001.0,16925.0,975,2900,1363,1105,2633,1500
test,15,55,6576,10003.0,23006.0,1843,2271,2462,2114,1823,2639
test,15,56,6433,10001.0,22007.0,1626,2906,1901,1862,2499,2072
test,15,57,6887,10001.0,21025.0,1788,3403,1696,2052,2880,1955
test,15,58,2217,10003.0,13510.0,385,1072,760,438,929,850
test,15,59,7775,10001.0,29023.0,2487,1321,3967,2914,601,4260
test,15,60,7480,10001.0,23007.0,1863,3062,2555,2190,2558,2732
test,15,61,6294,10002.0,25997.0,3582,972,1740,4076,99,2119
test,15,62,6433,10001.0,22007.0,1626,2906,1901,1862,2499,2072
test,15,63,3291,10001.0,11869.0,297,2696,298,346,2631,314
test,15,64,6000,10002.0,20012.0,1335,3437,1228,1541,2994,1465
test,15,65,7682,10002.0,28023.0,3920,1744,2018,4356,1010,2316
test,15,66,8466,10006.0,26020.0,2637,3958,1871,2297,4075,2094
test,15,67,9453,10003.0,22008.0,1821,4383,3249,2161,3838,3454
